Quest Name,Category,Walkthrough,Objectives
This_Corrosion,Phantom_Liberty,"This section requires expanding. Click here to add more.📝
Prerequisites: For this quest to appear, one needs to have obtained one or both of the crafting specs for the Erebus or Militech Canto, and have looted the behavioral system component from the Cerberus during Somewhat Damaged.
About 24 hours after completing Somewhat Damaged, V will receive a message from an unknown number and party interested in the aforementioned items retrieved from the Cynosure Facility. V will be directed to meet with Yoko Tsuru at Kabuki Roundabout, who will take a few hours to decrypt the algorithm on the behavioral system component. She will give V the Cerberus' decoded behavioral system component with a word of warning. The player can craft a single item: either the Erebus or the Canto Mk.6, after which this job will be completed.","Meet with the netrunner.
Talk to Yoko.
Wait for Yoko to decrypt the component.
Retrieve the decrypted component from Yoko.
Use the decrypted component to craft a single item: Erebus or Militech Canto Mk.6."
Gig:_Jeopardy,Phantom_Liberty,This section requires expanding. Click here to add more.📝,"Go to the funeral home.
Get inside the morgue.
Look for Jim Greyer's body in the morgue.
Find Jim Greyer using your scanner.
Pull the shard from Jim Greyer's body.
Leave the crematorium.
Deposit the shard in the Drop Point."
Gig:_Lousy_Kleppers,Phantom_Liberty,This section requires expanding. Click here to add more.📝,"Get inside the Maelstrom warehouse.
Collect the databank.
Leave the area.
Deposit the databank in the Drop Point."
Reported_Crime:_One_Thing_Led_to_Another,Phantom_Liberty,,"Find the antenna.
Search
v · d · eCyberpunk 2077 QuestsMain JobsPrologue
The Corpo-Rat
The Nomad
The Streetkid
Act 1
The Rescue
Practice Makes Perfect
The Ripperdoc
The Ride
The Pickup
The Information
The Heist
Interlude
Love Like Fire
Act 2
Playing for Time
Tapeworm
Evelyn Parker
Automatic Love
The Space in Between
Disasterpiece
Double Life
Alt Cunningham
M'ap Tann Pèlen
I Walk the Line
Transmission
Never Fade Away
Anders Hellman
Ghost Town
Lightning Breaks
Life During Wartime
Hanako Arasaka
Down on the Street
Gimme Danger
Play It Safe
Search and Destroy

Act 3
Nocturne Op55N1
The Devil
Last Caress
Totalimmortal
The Sun
For Whom the Bell Tolls
Knockin' on Heaven's Door
Changes
The Star
We Gotta Live Together
Forward to Death
Belly of the Beast
Changes
Secret
(Don't Fear) The Reaper
Changes

Epilogue
Where is My Mind?
Path of Glory
All Along the Watchtower
New Dawn Fades
Phantom Liberty
Phantom Liberty
Dog Eat Dog
Hole in the Sky
Spider and the Fly
Lucretia My Reflection
The Damned
Get It Together
You Know My Name
Birds with Broken Wings
I've Seen That Face Before
Firestarter
King of Wands
The Killing Moon
Unfinished Sympathy
From Her to Eternity
King of Swords
The Killing Moon
Through Pain to Heaven
Who Wants to Live Forever
King of Cups
Black Steel In The Hour of Chaos
Somewhat Damaged
Leave in Silence
Four Score and Seven
King of Pentacles
Black Steel In The Hour of Chaos
Somewhat Damaged
Leave in Silence
Four Score and Seven
Who Wants to Live Forever
Epilogue
Things Done Changed

Side and Minor JobsJohnny Silverhand
The Ballad of Buck Ravers
Chippin' In
A Cool Metal Fire
Blistering Love
Holdin' On
Second Conflict
A Like Supreme
Judy Álvarez
Both Sides, Now
Ex-Factor
Talkin' 'bout a Revolution
Pisces
Pyramid Song
Panam Palmer
Riders on the Storm
With a Little Help from My Friends
Queen of the Highway
River Ward
I Fought the Law
The Hunt
Following the River
Kerry Eurodyne
Rebel! Rebel!
I Don't Wanna Hear It
Off the Leash
Boat Drinks
Lifepaths
These Boots Are Made for Walkin' (Nomad)
Small Man, Big Mouth (Streetkid)
War Pigs (Corpo)
Aldecaldos
I'll Fly Away
Gun Music
Fortunate Son
Brendan
I Can See Clearly Now
Spray Paint
Coin Operated Boy
Claire Russell
The Beast In Me
City Center
Badlands
Santo Domingo
The Big Race
The Distance
Coach Fred
Beat on the Brat
Arroyo
Kabuki
The Glen
Rancho Coronado
Pacifica
Delamain
Human Nature
Tune Up
Epistrophy
Wellsprings
Northside
North Oak
Rancho Coronado
Badlands
The Glen
Coastview
Don't Lose Your Mind
Jefferson Peralez
I Fought the Law
Dream On
Joshua Stephenson
Sinnerman
There Is A Light That Never Goes Out
They Won't Go When I Go
Nix
Spellbound
KOLD MIRAGE
Regina Jones
Psycho Killer
Machine Gun
Robert Wilson
The Gun
Shoot To Thrill
Viktor Vektor
Paid in Full
Upgrade U
Zen Master
Imagine
Stairway To Heaven
Poem Of The Atoms
Meetings Along The Edge
Vehicles
Dressed to Kill
I'm in Love with My Car
Murk Man Returns Again Once More Forever
Sex On Wheels
Shape of a Pony
Apartments
Houses In Motion: Makeovers
Welcome Home: Corpo Plaza
Welcome Home: Japantown
Welcome Home: Northside
Welcome Home: The Glen
Miscellaneous
A Day In The Life
Big in Japan
Bullets
Burning Desire/Night Moves
Career Opportunities
Every Breath You Take
Ezekiel Saw the Wheel
Fool on the Hill
Full Disclosure
Happy Together
Heroes
I Really Want to Stay at Your House
Killing In The Name
Love Rollercoaster
Only Pain
Over the Edge
Raymond Chandler Evening
Sacrum Profanum/Losing My Religion
Send in the Clowns
Space Oddity
Stadium Love
Sweet Dreams
The Gift
The Gig
The Highwayman
The Prophet's Song
Venus in Furs
Violence
Phantom LibertyMuamar Reyes
Push It to the Limit
Just Another Story
Baby Let Me Take You
Mr. Hands
Dazed and Confused
Dirty Second Hands
Go Your Own Way
Shot by Both Sides
Run This Town
Miscellaneous
Addicted To Chaos
Balls to the Wall
Corpo of the Month
Money For Nothing
Moving Heat
New Person, Same Old Mistakes
No Easy Way Out
One Way or Another
The Show Must Go On
This Corrosion
Tomorrow Never Knows
Voodoo Treasure
GigsDakota Smith
Tier 1
Dancing on a Minefield
Flying Drugs
Tier 2
Big Pete's Got Big Problems
No Fixers
Trevor's Last Ride
Tier 3
MIA
Sparring Partner
Tier 4
Goodbye, Night City
Radar Love
Reward
Every Grain of Sand
Dino Dinovic
Tier 1
A Lack of Empathy
Tier 2
An Inconvenient Killer
Serial Suicide
Tier 3
Guinea Pigs
The Frolics of Councilwoman Cole
Reward
Gas Gas Gas
Mr. Hands
Tier 1
Two Wrongs Makes Us Right
Phantom Liberty
Tier 2
Dogtown Saints
Prototype in the Scraper
Treating Symptoms
Waiting for Dodger
Tier 3
The Man Who Killed Jason Foreman
Spy in the Jungle
Talent Academy
Tier 4
Heaviest of Hearts
Roads to Redemption
Reward
Hi Ho Silver Lining

Muamar Reyes
Tier 1
Error 404
Race to the Top
Serious Side Effects
Tier 2
Breaking News
Family Matters
Hacking the Hacker
Tier 3
Cuckoo's Nest
Severance Package
Tier 4
Desperate Measures
For My Son
Going-away Party
Reward
Ride Captain Ride
Regina Jones
Tier 1
Hippocratic Oath
Many Ways to Skin a Cat
Monster Hunt
Playing for Keeps
Rite of Passage
Tier 2
Dirty Biz
Troublesome Neighbors
Welcome to America, Comrade
Tier 3
Backs Against the Wall
Catch a Tyger's Toe
Woman of La Mancha
Tier 4
Flight of the Cheetah
Shark in the Water
Tier 5
Last Login
Small Man, Big Evil
Tier 6
Bloodsport
Scrolls before Swine
Tier 7
Freedom of the Press
Lousy Kleppers
Tier 8
Fixer, Merc, Soldier, Spy
The Heisenberg Principle
Occupational Hazard
Concrete Cage Trap
Reward
Last Call
Rogue Amendiares
Family Heirloom
Hot Merchandise
Nasty Hangover
The Union Strikes Back
Sebastian ""Padre"" Ibarra
Tier 1
Fifth Column
Jeopardy
Life's Work
On a Tight Leash
Tier 2
Bring me the Head of Gustavo Orta
Old Friends
Psychofan
Tier 3
Eye for an Eye
Sr. Ladrillo's Private Collection
The Lord Giveth and Taketh Away
Tier 4
Going Up or Down?
Reward
God Bless This Mess
Wakako Okada
Tier 1
Tyger and Vulture
We Have Your Wife
Tier 2
Greed Never Pays
Olive Branch
Until Death Do Us Part
Tier 3
Getting Warmer...
Wakako's Favorite
Tier 4
A Shrine Defiled
Reward
Professional Widow
Minor ActivitiesReported Crimes
Another Circle of Hell
Dangerous Currents
Don't Forget the Parking Brake!
Needle in a Haystack
One Thing Led to Another
Paranoia
Protect and Serve
A Stroke of Luck
Blood in the Air
Comrade Red
Crash Test
Delivery From Above
Disloyal Employee
Dredged Up
Extremely Loud and Incredibly Close
Honey, Where are You?
I Don't Like Sand
Justice Behind Bars
Lost and Found
Roadside Picnic
Smoking Kills
Supply Management
Table Scraps
Turn Off the Tap
Welcome to Night City
Worldly Possessions
You Play with Fire...
Suspected Organized Crime Activity
Arroyo
Chapel
Desperate Sons-of-Bitches
Jackson Plains
Just Say No
Living the Big Life
Modern Labor Market
New Boss, New Rules
No License, No Problem
Opposites Attract
Privacy Policy Violation
Rocky Ridge
Tygers by the Tail
Vice Control
Vista del Rey
West Wind Estate
Wipe the Gonk, Take the Implants
Cyberpsycho Sightings(Psycho Killer)
Bloody Ritual
Demons of War
Discount Doc
House on a Hill
Letter of the Law
Lex Talionis
Lt. Mower
On Deaf Ears
Phantom of Night City
Seaside Cafe
Second Chances
Six Feet Under
Smoke on the Water
Ticket to the Major Leagues
Under the Bridge
The Wasteland
Where the Bodies Hit the Floor
Increased Criminal Activity
BARGHEST
Scavengers
Voodoo Boys"
Gig:_Occupational_Hazard,Phantom_Liberty,"This article requires cleanup.[Reason: Write from V's perspective]
This gig is pretty straightforward, with your main concern being taking down a cyberpsycho, Anna Nox, before you can rescue Hal. Anna is equipped with Mantis Blades, so be wary to watch out for those if you decide to fight her head-on. She may also run around the room to a few designated spots, so if you plan to attack her with hacks while remaining hidden, keep that in mind while hiding.
Once she's down, you are safe to look around further. Note: there's a friendly but wounded Mox upstairs who will talk to you briefly about what happened, though if you haven't found Hal yet, she doesn't know specifically where he hid.
If you talk to the wounded Mox before taking out Anna, she will advise to hack into the Moxes' subnet to weaken the cyberpsycho.
Hal has hidden himself in the large blue shipping crate in the same room as the cyberpsycho. If you found the Mox upstairs and ask him about her, he'll note Regina will send someone over to help.","Enter the Mox warehouse.
Neutralize the cyberpsycho.
Hack into the Moxes' subnet to weaken the cyberpsycho. [Optional]
Find Hal Cantos.
Talk to Hal Cantos."
I_Don%27t_Wanna_Hear_It,Phantom_Liberty,"Some time after blowing up the Us Cracks equipment van, Kerry Eurodyne will contact V, telling them that blowing up the Us Cracks equipment van didn't work, and that their concert is still going to happen. Kerry wants to meet at Riot, a club in Little China, Watson.
If it is before 7:00 pm or after 12:00 am:
V waits on a stool at a stall outside the club until Kerry arrives.
At 7:00pm, Kerry arrives, and talks with V.
If V suggests that they buy tickets:
When V suggests that buy tickets to gain access, Kerry gets annoyed, saying that he doesn't want Us Cracks to get his money.
Kerry and V walk away from the stall and investigate the exterior of the club to find possible ways to enter.
If V and Kerry purchase the tickets off the Fanboys waiting in line:
V and Kerry purchased tickets from a fanboy waiting outside for €$45,000 to gain entrance.[N 1]
If V scans the top VIPs waiting outside:
V encountered two VIP guests on the west side of the club, and scanning them using their Kiroshi's allowed them to obtain two VIP tickets to enter the club after talking with the bouncer.
If V hacks the VIP entrance access panel:
V and Kerry investigate the exterior of the club and find a locked door that V was able to open using their Intelligence.[N 2]
If V and Kerry find the door:
V and Kerry find an open door on the west side of the building. V kicks down the ladder, so that Kerry is able to climb up and join them. After entering through the door, V found an Employee Badge that granted them backstage club access.
Having managed to gain access to the club and going inside, they find their way to the backstage dressing room.
If V has high enough Technical Ability:
V was able to convince the club's huscle that they're a Techie working backstage and gains access to the VIP area. Kerry will ask V how they managed to do that, and V will answer that he used to work backstage for an artist named ""G-Hung"" for a while.
If V and Kerry obtained VIP passes:
V and Kerry gained access to the VIP area after showing their VIP passes to the club's huscle.
V and Kerry manage to find their way backstage, and V follows Kerry to a VIP room where they encounter the three Us Cracks members, Blue Moon, Purple Force and Red Menace, and speak with them.
If V chooses to hear Us Cracks' proposal:
Us Cracks' members will tell about the deal signed with MSM Records. Kerry does not believe it initially, but the members tell Kerry and V that the collaboration wasn't their idea, but that of Kerry's manager, L. B. Kovachek, and that their cover of User Friendly is an expression of their love for him. Kerry will be annoyed with Kovachek, but calms himself down. Johnny comments that Kerry must be blind if he doesn't recognize the girls' potential.
They settle their feud and become friends, and Us Cracks decide to postpone the rest of their tour in disagreement with their contract. The girls request a photo opportunity with Kerry as a souvenir, and ask V to take a photograph.[N 3] After snapping a picture, Kerry will continue to hang out with the girls, while V goes their own way again.
If V chooses to force Us Cracks to stop the deal:
Kerry and the Us Cracks do not come to an agreement.","Meet Kerry at Riot around 7 PM.
Find a way into the club.
Scan the fans and steal two tickets.
Try to get concert tickets. [Optional]
If V and Kerry obtain the two tickets:
Enter with the tickets.
Go backstage.
Talk to Kerry in private.
Follow Kerry.
Talk to Us Cracks.
Sit. [Optional]
If Kerry and the US Cracks don't come to an agreement:
Leave the club with Kerry."
Gig:_The_Union_Strikes_Back,Phantom_Liberty,"This article requires cleanup.[Reason: Apply use of {{Condition}}]
This gig involves finding and neutralizing Vic Vega, the head of a private security company called C-Team that hires itself out to corporations to keep employees in line and break up unions. This sounds like a straight-forward assassination, but what Rogue Amendiares does not clearly communicate is that she would prefer that Vega be brought to her alive, and no other guards or workers in the office building that C-Team has rented out should be touched at all.
However, keeping Vega alive isn't a firm requirement to successfully complete the gig. Rogue will complain if anyone other than Vega is incapacitated or killed, and she's unenthusiastic if Vega is killed instead of being knocked out and delivered to her, but the gig's reward remains the same in all outcomes. For the optimal outcome where Rogue is satisfied, V must infiltrate the building's second floor, knock out Vega, and carry the unconscious Vega outside the building to a waiting vehicle. Otherwise, storm the building, kill Vega, and leave to finish the gig quickly.
The building has four points of entry: the front door (distract the receptionist to grab the access key on her desk), a garage with two doors that can be opened with Technical Ability or Body, and an open window on the second floor that can be reached from the roof of the garage. There is also an open window in Vega's office, but this is difficult to reach and Vega is facing it. On the upside, the building has no surveillance cameras or turrets to worry about.
V can enter via the second floor window, sneak into Vega's office and either kill him or take him down. If V takes him down, then the easiest way to get his body out of the building without alerting the guards is to drop out of the office's window while carrying him. The fixer's transport will be a few steps away. Another strategy is to carry him downstairs when the guard patrolling the staircase is out of the way. At the bottom of the stairs is a door on the right to a security office with one guard. It is possible to pass through the security office when the guard is looking away to reach the garage and then exit the building.
Once the gig is completed, Rogue calls to assess V's performance and send the reward. If V completes the mission without killing anyone else, Rogue comments about how the community has suffered enough, so she'll chalk it up as a ""win.""","Get inside C-Team's building.
Find Vic Vega.
Neutralize Vic Vega.
Take Vic Vega's body to the designated location.
Put Vic Vega in the fixer's transport."
Reported_Crime:_You_Play_with_Fire...,Phantom_Liberty,,"Go to Zeitgeist's den.
Find Zeitgeist's things."
Reported_Crime:_Turn_Off_the_Tap,Phantom_Liberty,,"Go to the corporate parking lot.
Search Sandra Faucet's car."
KOLD_MIRAGE,Phantom_Liberty,"If V reads the shard ""Notice of Expiration"" in Act II:
V learns about the the job by reading the Notice of Expiration shard.
If V has completed Spellbound:
Some time after completing Spellbound, Nix will text V stating he has decrypted the spellbook, and provides coordinates to a location deep in the Municipal Landfill, down the road past Medeski Fuel Station. Alternatively, the quest may be started by simply coming to this location sometime after completing Ghost Town.
The coordinates lead to an old freezer. Open it to find the corpse of Rache Bartmoss, and, after a short dialogue with Johnny Silverhand, scan the freezer and pick up Bartmoss' Cyberdeck.
Head to the Afterlife and show the deck to Nix, who will tell you that Bartmoss was likely killed by NetWatch. He will offer to decrypt the data on the deck, either now or at a later time.
Although he encounters little resistance when he begins accessing the deck, Nix soon trips a hidden piece of malware, and his cyberware begins to malfunction. Johnny reappears, recognizing the malware as a ""brain broiler"" and urging V to do something fast. There are two possible ways to save Nix. You can either override the power panel on the wall next to the door or jack into the computer next to Nix's desk to breach the cyberdeck yourself. The latter option will allow Nix full access to the deck's data, and out of gratitude for saving his life he will reward V with five quickhacks he found: Memory Wipe, Reboot Optics, Short Circuit, Sonic Shock, and System Collapse.","See where the coordinates lead.
Open the freezer.
Talk to Johnny.
Scan the freezer.
Take the deck.
Go to the Afterlife and talk to Nix.
If you choose not to let Nix decrypt the data:
Talk to Nix if you change your mind. [Optional]
Place the deck on Nix's desk.
Wait for Nix to finish the decryption.
Find a way to save Nix.
Talk to Nix."
Welcome_Home:_Northside,Phantom_Liberty,"After talking with Takemura at Tom's Diner on Urmland Street, you receive a text message from El Capitán that his choom Bob from EZEstates has some new digs for you to check out on their website.
After checking out the new EZEstates website in your current apartment, you see that there are four new apartments that you are able to rent. For the Northside Apartment you just need to put down 5,000 eddies through an online transfer or visit the apartment in person to acquire access.
The apartment can be found as room 1242 of the motel on Martin Street in Northside, Watson.","Rent the Northside apartment: (€$5,000, one-time fee)
Go to the Northside apartment.
v · d · eCyberpunk 2077 QuestsMain JobsPrologue
The Corpo-Rat
The Nomad
The Streetkid
Act 1
The Rescue
Practice Makes Perfect
The Ripperdoc
The Ride
The Pickup
The Information
The Heist
Interlude
Love Like Fire
Act 2
Playing for Time
Tapeworm
Evelyn Parker
Automatic Love
The Space in Between
Disasterpiece
Double Life
Alt Cunningham
M'ap Tann Pèlen
I Walk the Line
Transmission
Never Fade Away
Anders Hellman
Ghost Town
Lightning Breaks
Life During Wartime
Hanako Arasaka
Down on the Street
Gimme Danger
Play It Safe
Search and Destroy

Act 3
Nocturne Op55N1
The Devil
Last Caress
Totalimmortal
The Sun
For Whom the Bell Tolls
Knockin' on Heaven's Door
Changes
The Star
We Gotta Live Together
Forward to Death
Belly of the Beast
Changes
Secret
(Don't Fear) The Reaper
Changes

Epilogue
Where is My Mind?
Path of Glory
All Along the Watchtower
New Dawn Fades
Phantom Liberty
Phantom Liberty
Dog Eat Dog
Hole in the Sky
Spider and the Fly
Lucretia My Reflection
The Damned
Get It Together
You Know My Name
Birds with Broken Wings
I've Seen That Face Before
Firestarter
King of Wands
The Killing Moon
Unfinished Sympathy
From Her to Eternity
King of Swords
The Killing Moon
Through Pain to Heaven
Who Wants to Live Forever
King of Cups
Black Steel In The Hour of Chaos
Somewhat Damaged
Leave in Silence
Four Score and Seven
King of Pentacles
Black Steel In The Hour of Chaos
Somewhat Damaged
Leave in Silence
Four Score and Seven
Who Wants to Live Forever
Epilogue
Things Done Changed

Side and Minor JobsJohnny Silverhand
The Ballad of Buck Ravers
Chippin' In
A Cool Metal Fire
Blistering Love
Holdin' On
Second Conflict
A Like Supreme
Judy Álvarez
Both Sides, Now
Ex-Factor
Talkin' 'bout a Revolution
Pisces
Pyramid Song
Panam Palmer
Riders on the Storm
With a Little Help from My Friends
Queen of the Highway
River Ward
I Fought the Law
The Hunt
Following the River
Kerry Eurodyne
Rebel! Rebel!
I Don't Wanna Hear It
Off the Leash
Boat Drinks
Lifepaths
These Boots Are Made for Walkin' (Nomad)
Small Man, Big Mouth (Streetkid)
War Pigs (Corpo)
Aldecaldos
I'll Fly Away
Gun Music
Fortunate Son
Brendan
I Can See Clearly Now
Spray Paint
Coin Operated Boy
Claire Russell
The Beast In Me
City Center
Badlands
Santo Domingo
The Big Race
The Distance
Coach Fred
Beat on the Brat
Arroyo
Kabuki
The Glen
Rancho Coronado
Pacifica
Delamain
Human Nature
Tune Up
Epistrophy
Wellsprings
Northside
North Oak
Rancho Coronado
Badlands
The Glen
Coastview
Don't Lose Your Mind
Jefferson Peralez
I Fought the Law
Dream On
Joshua Stephenson
Sinnerman
There Is A Light That Never Goes Out
They Won't Go When I Go
Nix
Spellbound
KOLD MIRAGE
Regina Jones
Psycho Killer
Machine Gun
Robert Wilson
The Gun
Shoot To Thrill
Viktor Vektor
Paid in Full
Upgrade U
Zen Master
Imagine
Stairway To Heaven
Poem Of The Atoms
Meetings Along The Edge
Vehicles
Dressed to Kill
I'm in Love with My Car
Murk Man Returns Again Once More Forever
Sex On Wheels
Shape of a Pony
Apartments
Houses In Motion: Makeovers
Welcome Home: Corpo Plaza
Welcome Home: Japantown
Welcome Home: Northside
Welcome Home: The Glen
Miscellaneous
A Day In The Life
Big in Japan
Bullets
Burning Desire/Night Moves
Career Opportunities
Every Breath You Take
Ezekiel Saw the Wheel
Fool on the Hill
Full Disclosure
Happy Together
Heroes
I Really Want to Stay at Your House
Killing In The Name
Love Rollercoaster
Only Pain
Over the Edge
Raymond Chandler Evening
Sacrum Profanum/Losing My Religion
Send in the Clowns
Space Oddity
Stadium Love
Sweet Dreams
The Gift
The Gig
The Highwayman
The Prophet's Song
Venus in Furs
Violence
Phantom LibertyMuamar Reyes
Push It to the Limit
Just Another Story
Baby Let Me Take You
Mr. Hands
Dazed and Confused
Dirty Second Hands
Go Your Own Way
Shot by Both Sides
Run This Town
Miscellaneous
Addicted To Chaos
Balls to the Wall
Corpo of the Month
Money For Nothing
Moving Heat
New Person, Same Old Mistakes
No Easy Way Out
One Way or Another
The Show Must Go On
This Corrosion
Tomorrow Never Knows
Voodoo Treasure
GigsDakota Smith
Tier 1
Dancing on a Minefield
Flying Drugs
Tier 2
Big Pete's Got Big Problems
No Fixers
Trevor's Last Ride
Tier 3
MIA
Sparring Partner
Tier 4
Goodbye, Night City
Radar Love
Reward
Every Grain of Sand
Dino Dinovic
Tier 1
A Lack of Empathy
Tier 2
An Inconvenient Killer
Serial Suicide
Tier 3
Guinea Pigs
The Frolics of Councilwoman Cole
Reward
Gas Gas Gas
Mr. Hands
Tier 1
Two Wrongs Makes Us Right
Phantom Liberty
Tier 2
Dogtown Saints
Prototype in the Scraper
Treating Symptoms
Waiting for Dodger
Tier 3
The Man Who Killed Jason Foreman
Spy in the Jungle
Talent Academy
Tier 4
Heaviest of Hearts
Roads to Redemption
Reward
Hi Ho Silver Lining

Muamar Reyes
Tier 1
Error 404
Race to the Top
Serious Side Effects
Tier 2
Breaking News
Family Matters
Hacking the Hacker
Tier 3
Cuckoo's Nest
Severance Package
Tier 4
Desperate Measures
For My Son
Going-away Party
Reward
Ride Captain Ride
Regina Jones
Tier 1
Hippocratic Oath
Many Ways to Skin a Cat
Monster Hunt
Playing for Keeps
Rite of Passage
Tier 2
Dirty Biz
Troublesome Neighbors
Welcome to America, Comrade
Tier 3
Backs Against the Wall
Catch a Tyger's Toe
Woman of La Mancha
Tier 4
Flight of the Cheetah
Shark in the Water
Tier 5
Last Login
Small Man, Big Evil
Tier 6
Bloodsport
Scrolls before Swine
Tier 7
Freedom of the Press
Lousy Kleppers
Tier 8
Fixer, Merc, Soldier, Spy
The Heisenberg Principle
Occupational Hazard
Concrete Cage Trap
Reward
Last Call
Rogue Amendiares
Family Heirloom
Hot Merchandise
Nasty Hangover
The Union Strikes Back
Sebastian ""Padre"" Ibarra
Tier 1
Fifth Column
Jeopardy
Life's Work
On a Tight Leash
Tier 2
Bring me the Head of Gustavo Orta
Old Friends
Psychofan
Tier 3
Eye for an Eye
Sr. Ladrillo's Private Collection
The Lord Giveth and Taketh Away
Tier 4
Going Up or Down?
Reward
God Bless This Mess
Wakako Okada
Tier 1
Tyger and Vulture
We Have Your Wife
Tier 2
Greed Never Pays
Olive Branch
Until Death Do Us Part
Tier 3
Getting Warmer...
Wakako's Favorite
Tier 4
A Shrine Defiled
Reward
Professional Widow
Minor ActivitiesReported Crimes
Another Circle of Hell
Dangerous Currents
Don't Forget the Parking Brake!
Needle in a Haystack
One Thing Led to Another
Paranoia
Protect and Serve
A Stroke of Luck
Blood in the Air
Comrade Red
Crash Test
Delivery From Above
Disloyal Employee
Dredged Up
Extremely Loud and Incredibly Close
Honey, Where are You?
I Don't Like Sand
Justice Behind Bars
Lost and Found
Roadside Picnic
Smoking Kills
Supply Management
Table Scraps
Turn Off the Tap
Welcome to Night City
Worldly Possessions
You Play with Fire...
Suspected Organized Crime Activity
Arroyo
Chapel
Desperate Sons-of-Bitches
Jackson Plains
Just Say No
Living the Big Life
Modern Labor Market
New Boss, New Rules
No License, No Problem
Opposites Attract
Privacy Policy Violation
Rocky Ridge
Tygers by the Tail
Vice Control
Vista del Rey
West Wind Estate
Wipe the Gonk, Take the Implants
Cyberpsycho Sightings(Psycho Killer)
Bloody Ritual
Demons of War
Discount Doc
House on a Hill
Letter of the Law
Lex Talionis
Lt. Mower
On Deaf Ears
Phantom of Night City
Seaside Cafe
Second Chances
Six Feet Under
Smoke on the Water
Ticket to the Major Leagues
Under the Bridge
The Wasteland
Where the Bodies Hit the Floor
Increased Criminal Activity
BARGHEST
Scavengers
Voodoo Boys"
